ied,motion,ac_y
-14311533.0,6.195401930001935,-196630.5122592828
-14311830.0,11.218223743489489,-195260.20713668998
-14312526.0,16.478510961871052,-193993.43839865515
-14312584.0,10.261393053910751,-192654.33734800256
-14314608.0,4.971063967219379,-191356.87730785648
-14313997.0,5.67533665478345,-190007.80853477793
-14314875.0,15.240497288938059,-188767.23044943015
-14317131.0,2.6182671496687817,-187588.55814493584
-14317455.0,8.27741298487058,-186418.67256348647
-14318013.0,2.929934839544785,-185326.7358378516
-14318682.0,10.436450877408106,-184248.05181280518
-14319213.0,18.6640571851799,-183184.23796134503
-14320262.0,24.210257466062103,-182065.72891506366
-14321195.0,23.49905216107345,-181000.07162591303
-14320840.0,2.8323758694241405,-179917.48757632182
-14322589.0,2.1452853602620507,-178869.1460338907
-14322872.0,10.574213355718939,-177802.87124021968
-14323965.0,2.7970718413200757,-176858.5925278175
-14323276.0,8.245646901895952,-175829.58993587142
-14325090.0,5.845785061974993,-174793.62736984665
-14324040.0,0.6055953457189389,-173803.1910961482
-14323908.0,6.792855267416826,-172634.6591851867
-14324344.0,9.908159407902303,-171457.06259333482
-14322914.0,2.130483322175678,-170244.74196740147
-14322261.0,2.1091784889538303,-168977.79454772745
-14322712.0,2.0880867040643807,-167596.4332689162
-14320821.0,2.067205837023721,-166124.63560289497
-14320361.0,2.0465337786533837,-164581.80591353207
-14321235.0,2.0260684408667657,-162939.3211877307
-14321271.0,2.0058077564581254,-161197.09464251943
-14321450.0,23.689334551655747,-159448.7070294282
-14320743.0,21.523399561514907,-157684.13662579996
-14321472.0,18.45338556560546,-155882.79525954195
-14322033.0,18.009462558658015,-154114.38397361257
-14322080.0,6.442598398083192,-152359.24013387645
-14321389.0,18.51774191952245,-150621.64773253768
-14323552.0,29.002088102983635,-148959.1812552123
-14324084.0,28.23660527978518,-147400.08944266016
-14325065.0,31.736088835322107,-145996.08854823356
-14325702.0,25.753228035562188,-144688.04432941912
-14326345.0,6.733098530122106,-143560.33055279098
-14327179.0,6.732839151263079,-142496.97724726307
-14328289.0,14.759707561573123,-141497.8408081244
-14329302.0,0.44065270553164737,-140578.19573337524
-14330234.0,17.61540113674573,-139757.24710937543
-14331491.0,12.433243616947038,-139014.00797161562
-14332248.0,5.360836978009047,-138354.0345585655
-14332978.0,5.077278808598976,-137805.4108796459
-14333661.0,1.4625433940625499,-137278.60677084944
-14334181.0,16.502932068403652,-136813.98736980886
-14333848.0,23.62687154527339,-136288.26416277682
-14335592.0,8.555199641121362,-135739.0481878151
-14335809.0,4.238317782072727,-135141.32437260484
-14336638.0,7.175232269756634,-134614.07779554484
-14337138.0,0.6037995173880972,-134056.60368425545
-14337336.0,2.431598339303946,-133504.2876474129
-14336859.0,7.454723335813924,-132883.41143760667
-14337335.0,4.091891766801837,-132207.5773232306
-14339156.0,9.0759965146799,-131477.2515499983
-14338419.0,10.259058079182978,-130649.56236783041
-14338697.0,7.01774234093773,-129857.31674415211
-14340179.0,7.6297630836882036,-129035.32691004453
-14339565.0,21.44016641604867,-128202.89030761013
-14340897.0,24.502562298987414,-127397.27807120193
-14341220.0,12.44754921466847,-126623.138623822
-14340353.0,3.6271931528638106,-125753.65723758379
-14342391.0,6.909200000118972,-124920.12066520794
-14343257.0,19.63950490458683,-124052.75279188981
-14343735.0,15.14404879614608,-123273.22526397092
-14344791.0,22.07994714393999,-122550.40967799726
-14345314.0,13.139708118165117,-121858.23891455124
-14345836.0,5.931545896422222,-121260.90652540574
-14346854.0,21.88699624638639,-120622.88079348563
-14347589.0,21.668126283922447,-120011.56865221683
-14348496.0,21.451445021083146,-119452.95296569465
-14349144.0,21.236930570872346,-118927.09010270375
-14349900.0,21.024561265163584,-118430.90253501067
-14349262.0,20.81431565251205,-117979.17684299451
-14351311.0,12.817848634026177,-117496.46840789665
-14351095.0,7.755570218793309,-117044.83705715164
-14351817.0,0.22711328524610508,-116599.72201991407
-14352594.0,9.175274061323535,-116104.89146638097
-14352857.0,13.610285382155325,-115617.34255171716
-14353935.0,19.755647100647366,-115111.41912619998
-14354892.0,11.47813441713788,-114588.88826827193
-14354983.0,18.87447263822378,-114117.91605225526
-14355867.0,11.541943364411736,-113646.57022506665
-14356488.0,8.691290832665345,-113126.27118948202
-14357214.0,12.9770099875891,-112609.25847758721
-14357719.0,16.060931639933415,-112095.16589281133
-14358212.0,1.5558204875728734,-111636.88090054927
-14357459.0,4.808358881307186,-111150.42875821168
-14359498.0,7.584641978569607,-110590.92447062956
-14359944.0,3.854631731719337,-110060.09855925535
-14359428.0,2.3788605487404766,-109593.7475736628
-14360573.0,0.07949386067957676,-109073.14343126012
-14361154.0,6.92566800467057,-108572.99533028147
-14361959.0,6.714828325860026,-108040.4320436447
-14361280.0,18.972893868791516,-107481.86105654221
